transaction,actual,budgeted,date,subcategory
OTHER / TELKOM MOBILE,9.90132682,,2021-12-09,COLLECTIONS
SUNDRY PAYMENTS,-0.14375006,-0.14375006,2021-12-09,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,9.90132682,,2021-12-09,COLLECTIONS
AP PAYMENTS,-30.32361131,-30.35624994,2021-12-09,ACCOUNTS PAYABLE
MONEY MARKET SWAP,-0.31441122,-0.31441122,2021-12-09,TREASURY PAYMENTS
INTEREST BONDS/CPs,-0.66903699,-0.66903699,2021-12-09,TREASURY PAYMENTS
OTHER / TELKOM MOBILE,8.5528375,,2021-12-13,COLLECTIONS
INTEREST LOANS,-12.1307363,-12.1307363,2021-12-13,TREASURY PAYMENTS
OTHER ,0.58494224,,2021-12-13,STAFF COSTS
AP PAYMENTS,-0.17363657,-0.3,2021-12-13,ACCOUNTS PAYABLE
ABSA BANK,45.05473591,100.0,2021-12-13,COLLECTIONS
STD BANK,0.3724236,,2021-12-13,COLLECTIONS
STD BANK,0.3724236,,2021-12-13,COLLECTIONS
ABSA BANK,45.05473591,100.0,2021-12-13,COLLECTIONS
OTHER / TELKOM MOBILE,8.5528375,,2021-12-13,COLLECTIONS
AP PAYMENTS,-0.17363657,-0.3,2021-12-13,ACCOUNTS PAYABLE
INTEREST LOANS,-12.1307363,-12.1307363,2021-12-13,TREASURY PAYMENTS
OTHER ,0.58494224,,2021-12-13,STAFF COSTS
EXCH. RATE DIFF,10.28130602,9.72502,2021-12-15,TREASURY PAYMENTS
FNB,17.0,,2021-12-15,COLLECTIONS
STD BANK,0.33076034,,2021-12-15,COLLECTIONS
ABSA BANK,97.69988347,150.0,2021-12-15,COLLECTIONS
OTHER ,31.25150619,,2021-12-15,STAFF COSTS
NEDBANK MOBILE DEBIT ORDERS,79.112,,2021-12-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,17.52117392,,2021-12-15,COLLECTIONS
WHOLESALE FX RECEIPTS,18.921950579999997,18.921950579999997,2021-12-15,OTHER INFLOWS
AP PAYMENTS,-140.93282856,-141.01802826,2021-12-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-27.55804503,-27.55804503,2021-12-15,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.13197174,-0.13197174,2021-12-15,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-7.30034401,-7.30034401,2021-12-15,WHOLESALE PAYMENTS
OTHER EMPLOYEE COSTS,-5.0,-5.0,2021-12-15,STAFF COSTS
DIS-INVESTMENTS,31.25150619,,2021-12-15,ADHOC PAYMENTS
EXCH. RATE DIFF,10.28130602,9.72502,2021-12-15,TREASURY PAYMENTS
NEDBANK MOBILE DEBIT ORDERS,79.112,,2021-12-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,17.52117392,,2021-12-15,COLLECTIONS
FNB,17.0,,2021-12-15,COLLECTIONS
WHOLESALE FX RECEIPTS,18.921950579999997,18.921950579999997,2021-12-15,OTHER INFLOWS
STD BANK,0.33076034,,2021-12-15,COLLECTIONS
OTHER EMPLOYEE COSTS,-5.0,-5.0,2021-12-15,STAFF COSTS
WHOLESALE FOREX PAYMENTS,-7.30034401,-7.30034401,2021-12-15,WHOLESALE PAYMENTS
ABSA BANK,97.69988347,150.0,2021-12-15,COLLECTIONS
AP FOREX PAYMENTS,-27.55804503,-27.55804503,2021-12-15,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.13197174,-0.13197174,2021-12-15,ACCOUNTS PAYABLE
AP PAYMENTS,-140.93282856,-141.01802826,2021-12-15,ACCOUNTS PAYABLE
ABSA BANK,31.38431717,100.0,2021-12-20,COLLECTIONS
MONEY MARKET FEES,-0.8815754699999999,-0.8815754699999999,2021-12-20,TREASURY PAYMENTS
OTHER EMPLOYEE COSTS,-1.03771345,-1.03771345,2021-12-20,STAFF COSTS
SALARIES,-208.87633561,-208.87633561,2021-12-20,STAFF COSTS
BONDS,-9.18045898,-9.18045898,2021-12-20,STAFF COSTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-38.58062713,-38.58062713,2021-12-20,BIDVEST/EXCELLERATE PAYMENTS
AP PAYMENTS,-2.09708303,-2.12486482999998,2021-12-20,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,26.942,,2021-12-20,COLLECTIONS
STD BANK,11.75250257,,2021-12-20,COLLECTIONS
ABSA BANK,31.38431717,100.0,2021-12-20,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,26.942,,2021-12-20,COLLECTIONS
AP PAYMENTS,-2.09708303,-2.12486482999998,2021-12-20,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-38.58062713,-38.58062713,2021-12-20,BIDVEST/EXCELLERATE PAYMENTS
BONDS,-9.18045898,-9.18045898,2021-12-20,STAFF COSTS
SALARIES,-208.87633561,-208.87633561,2021-12-20,STAFF COSTS
OTHER EMPLOYEE COSTS,-1.03771345,-1.03771345,2021-12-20,STAFF COSTS
MONEY MARKET FEES,-0.8815754699999999,-0.8815754699999999,2021-12-20,TREASURY PAYMENTS
STD BANK,11.75250257,,2021-12-20,COLLECTIONS
STD BANK,0.51620027,,2021-12-22,COLLECTIONS
ABSA BANK,129.99595159,65.0,2021-12-22,COLLECTIONS
SUNDRY PAYMENTS,-0.07835082,-0.07835082,2021-12-22,ACCOUNTS PAYABLE
OTHER ,0.01398631,,2021-12-22,STAFF COSTS
STD BANK,0.51620027,,2021-12-22,COLLECTIONS
ABSA BANK,129.99595159,65.0,2021-12-22,COLLECTIONS
OTHER ,0.01398631,,2021-12-22,STAFF COSTS
SUNDRY PAYMENTS,-0.07835082,-0.07835082,2021-12-22,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,102.507,102.0,2021-12-24,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-144.805528,-144.805528,2021-12-24,BIDVEST/EXCELLERATE PAYMENTS
SUNDRY PAYMENTS,-0.15001134,,2021-12-24,ACCOUNTS PAYABLE
AP PAYMENTS,-10.7779131,-10.7779131,2021-12-24,ACCOUNTS PAYABLE
ABSA BANK,75.37441739,48.0,2021-12-24,COLLECTIONS
STD BANK,1.13650421,,2021-12-24,COLLECTIONS
ABSA BANK,75.37441739,48.0,2021-12-24,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,102.507,102.0,2021-12-24,COLLECTIONS
AP PAYMENTS,-10.7779131,-10.7779131,2021-12-24,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.15001134,,2021-12-24,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-144.805528,-144.805528,2021-12-24,BIDVEST/EXCELLERATE PAYMENTS
STD BANK,1.13650421,,2021-12-24,COLLECTIONS
AP PAYMENTS,-0.05817144,,2021-12-29,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,12.18314801,,2021-12-29,COLLECTIONS
ABSA BANK,33.8978488000001,75.0,2021-12-29,COLLECTIONS
STD BANK,1.07577404,,2021-12-29,COLLECTIONS
STD BANK,1.07577404,,2021-12-29,COLLECTIONS
ABSA BANK,33.8978488000001,75.0,2021-12-29,COLLECTIONS
OTHER / TELKOM MOBILE,12.18314801,,2021-12-29,COLLECTIONS
AP PAYMENTS,-0.05817144,,2021-12-29,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,149.59772785,149.59772785,2021-12-31,COLLECTIONS
ABSA BANK,1064.67972603581,555.0,2021-12-31,COLLECTIONS
STD BANK,12.71077643,15.0,2021-12-31,COLLECTIONS
PENSIONS,-0.45958819,-0.45958819,2021-12-31,STAFF COSTS
VAT,-140.84752388,-140.84752388,2021-12-31,SARS
WHOLESALE FOREX PAYMENTS,-8.80575546,-8.80575546,2021-12-31,WHOLESALE PAYMENTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-30.67341731,-30.67341731,2021-12-31,BIDVEST/EXCELLERATE PAYMENTS
EXCH. RATE DIFF,46.3470877941865,46.3470877941865,2021-12-31,TREASURY PAYMENTS
INTEREST LOANS,-9.719863,-9.719863,2021-12-31,TREASURY PAYMENTS
OTHER EMPLOYEE COSTS,-4.82871219,-4.82871219,2021-12-31,STAFF COSTS
BCX,-744.61832815,-744.61832815,2021-12-31,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.05231728,,2021-12-31,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-101.86189197,-101.86189197,2021-12-31,ACCOUNTS PAYABLE
FNB,30.0,30.0,2021-12-31,COLLECTIONS
STD BANK,12.71077643,15.0,2021-12-31,COLLECTIONS
ABSA BANK,1064.67972603581,555.0,2021-12-31,COLLECTIONS
FNB,30.0,30.0,2021-12-31,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,276.0,295.0,2021-12-31,COLLECTIONS
AP PAYMENTS,-1379.50236983,-1309.87325152,2021-12-31,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,276.0,295.0,2021-12-31,COLLECTIONS
MEDICAL SCHEMES,-23.5867751,-23.5867751,2021-12-31,STAFF COSTS
AP PAYMENTS,-1379.50236983,-1309.87325152,2021-12-31,ACCOUNTS PAYABLE
MEDICAL SCHEMES,-23.5867751,-23.5867751,2021-12-31,STAFF COSTS
INTEREST LOANS,-9.719863,-9.719863,2021-12-31,TREASURY PAYMENTS
EXCH. RATE DIFF,46.3470877941865,46.3470877941865,2021-12-31,TREASURY PAYMENTS
OTHER EMPLOYEE COSTS,-4.82871219,-4.82871219,2021-12-31,STAFF COSTS
PENSIONS,-0.45958819,-0.45958819,2021-12-31,STAFF COSTS
OTHER / TELKOM MOBILE,149.59772785,149.59772785,2021-12-31,COLLECTIONS
WHOLESALE FOREX PAYMENTS,-8.80575546,-8.80575546,2021-12-31,WHOLESALE PAYMENTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-30.67341731,-30.67341731,2021-12-31,BIDVEST/EXCELLERATE PAYMENTS
BCX,-744.61832815,-744.61832815,2021-12-31,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.05231728,,2021-12-31,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-101.86189197,-101.86189197,2021-12-31,ACCOUNTS PAYABLE
VAT,-140.84752388,-140.84752388,2021-12-31,SARS
INTEREST LOANS,-1.97465754,-1.97465754,2022-01-03,TREASURY PAYMENTS
LOCAL INTEREST ON CALL,2.27500534,2.27500534,2022-01-03,OTHER INFLOWS
OTHER / TELKOM MOBILE,7.41103398,,2022-01-03,COLLECTIONS
ABSA BANK,105.92928718,110.0,2022-01-03,COLLECTIONS
STD BANK,0.62355927,,2022-01-03,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-26.04374169,-26.04374169,2022-01-03,BIDVEST/EXCELLERATE PAYMENTS
STD BANK,0.62355927,,2022-01-03,COLLECTIONS
ABSA BANK,105.92928718,110.0,2022-01-03,COLLECTIONS
OTHER / TELKOM MOBILE,7.41103398,,2022-01-03,COLLECTIONS
LOCAL INTEREST ON CALL,2.27500534,2.27500534,2022-01-03,OTHER INFLOWS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-26.04374169,-26.04374169,2022-01-03,BIDVEST/EXCELLERATE PAYMENTS
INTEREST LOANS,-1.97465754,-1.97465754,2022-01-03,TREASURY PAYMENTS
STD BANK,0.58856331,,2022-01-05,COLLECTIONS
STD BANK,0.58856331,,2022-01-05,COLLECTIONS
ABSA BANK,38.89442661,30.0,2022-01-05,COLLECTIONS
ABSA BANK,38.89442661,30.0,2022-01-05,COLLECTIONS
"E-FILLING (PAYE, SDL & UIF)",-69.65180441,-69.65180441,2022-01-07,STAFF COSTS
STD BANK,1.61372445,,2022-01-07,COLLECTIONS
SUNDRY PAYMENTS,-0.08623402,-0.08623402,2022-01-07,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.08623402,-0.08623402,2022-01-07,ACCOUNTS PAYABLE
ABSA BANK,64.72337625,75.0,2022-01-07,COLLECTIONS
STD BANK,1.61372445,,2022-01-07,COLLECTIONS
"E-FILLING (PAYE, SDL & UIF)",-69.65180441,-69.65180441,2022-01-07,STAFF COSTS
ABSA BANK,64.72337625,75.0,2022-01-07,COLLECTIONS
AP PAYMENTS,-22.58904406,-22.58904406,2022-01-07,ACCOUNTS PAYABLE
AP PAYMENTS,-22.58904406,-22.58904406,2022-01-07,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,80.26,,2022-01-11,COLLECTIONS
STD BANK,0.546145389999999,,2022-01-11,COLLECTIONS
MONEY MARKET FEES,-0.21911295,-0.21911295,2022-01-11,TREASURY PAYMENTS
ABSA BANK,23.8583427800001,40.0,2022-01-11,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,80.26,,2022-01-11,COLLECTIONS
OTHER / TELKOM MOBILE,32.583799,,2022-01-11,COLLECTIONS
AP PAYMENTS,-0.09251323,-0.2324877,2022-01-11,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.21911295,-0.21911295,2022-01-11,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.0675123,-0.0675123,2022-01-11,ACCOUNTS PAYABLE
AP PAYMENTS,-0.09251323,-0.2324877,2022-01-11,ACCOUNTS PAYABLE
STD BANK,0.546145389999999,,2022-01-11,COLLECTIONS
ABSA BANK,23.8583427800001,40.0,2022-01-11,COLLECTIONS
OTHER / TELKOM MOBILE,32.583799,,2022-01-11,COLLECTIONS
SUNDRY PAYMENTS,-0.0675123,-0.0675123,2022-01-11,ACCOUNTS PAYABLE
STD BANK,0.322963210000001,,2022-01-13,COLLECTIONS
AP PAYMENTS,-0.29049749,-0.46423855,2022-01-13,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.03576145,-0.03576145,2022-01-13,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.03576145,-0.03576145,2022-01-13,ACCOUNTS PAYABLE
AP PAYMENTS,-0.29049749,-0.46423855,2022-01-13,ACCOUNTS PAYABLE
ABSA BANK,42.05352426,65.0,2022-01-13,COLLECTIONS
STD BANK,0.322963210000001,,2022-01-13,COLLECTIONS
ABSA BANK,42.05352426,65.0,2022-01-13,COLLECTIONS
ABSA BANK,71.5517474,150.0,2022-01-17,COLLECTIONS
STD BANK,0.38257063,,2022-01-17,COLLECTIONS
MONEY MARKET FEES,-0.17059135,-0.17059135,2022-01-17,TREASURY PAYMENTS
AP PAYMENTS,-0.21171097,-0.4,2022-01-17,ACCOUNTS PAYABLE
ABSA BANK,71.5517474,150.0,2022-01-17,COLLECTIONS
STD BANK,0.38257063,,2022-01-17,COLLECTIONS
INTEREST LOANS,-28.87393826,-28.87393826,2022-01-17,TREASURY PAYMENTS
INTEREST LOANS,-28.87393826,-28.87393826,2022-01-17,TREASURY PAYMENTS
MONEY MARKET FEES,-0.17059135,-0.17059135,2022-01-17,TREASURY PAYMENTS
AP PAYMENTS,-0.21171097,-0.4,2022-01-17,ACCOUNTS PAYABLE
STD BANK,0.34905435,,2022-01-19,COLLECTIONS
ABSA BANK,42.20048997,50.0,2022-01-19,COLLECTIONS
SUNDRY PAYMENTS,-0.10310947,-0.10310947,2022-01-19,ACCOUNTS PAYABLE
STD BANK,0.34905435,,2022-01-19,COLLECTIONS
ABSA BANK,42.20048997,50.0,2022-01-19,COLLECTIONS
FNB,18.5,,2022-01-19,COLLECTIONS
OTHER / TELKOM MOBILE,4.14673825,,2022-01-19,COLLECTIONS
TRUDON COLLECTIONS REFUND,-25.336727840000002,-25.336727840000002,2022-01-19,OTHER INFLOWS
SUNDRY PAYMENTS,-0.10310947,-0.10310947,2022-01-19,ACCOUNTS PAYABLE
AP PAYMENTS,-0.52064428,-0.710162690000001,2022-01-19,ACCOUNTS PAYABLE
TRUDON COLLECTIONS REFUND,-25.336727840000002,-25.336727840000002,2022-01-19,OTHER INFLOWS
OTHER / TELKOM MOBILE,4.14673825,,2022-01-19,COLLECTIONS
FNB,18.5,,2022-01-19,COLLECTIONS
AP PAYMENTS,-0.52064428,-0.710162690000001,2022-01-19,ACCOUNTS PAYABLE
STD BANK,13.66513397,,2022-01-21,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,28.594,,2022-01-21,COLLECTIONS
ABSA BANK,73.59642606,100.0,2022-01-21,COLLECTIONS
SUNDRY PAYMENTS,-0.13544967,-0.15854452,2022-01-21,ACCOUNTS PAYABLE
STD BANK,13.66513397,,2022-01-21,COLLECTIONS
ABSA BANK,73.59642606,100.0,2022-01-21,COLLECTIONS
OTHER / TELKOM MOBILE,42.13356898,,2022-01-21,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,28.594,,2022-01-21,COLLECTIONS
AP PAYMENTS,-18.0279275,-18.54145548,2022-01-21,ACCOUNTS PAYABLE
AP PAYMENTS,-18.0279275,-18.54145548,2022-01-21,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.13544967,-0.15854452,2022-01-21,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,42.13356898,,2022-01-21,COLLECTIONS
AP PAYMENTS,-24.40737221,-24.29768908,2022-01-25,ACCOUNTS PAYABLE
FNB,15.0,,2022-01-25,COLLECTIONS
ABSA BANK,43.52138637,40.0,2022-01-25,COLLECTIONS
STD BANK,0.48276321,,2022-01-25,COLLECTIONS
SUNDRY PAYMENTS,-0.06873347,-0.06858215,2022-01-25,ACCOUNTS PAYABLE
BONDS,-9.190551,-9.190551,2022-01-25,STAFF COSTS
SALARIES,-187.28319149,-187.28319149,2022-01-25,STAFF COSTS
NEDBANK MOBILE DEBIT ORDERS,106.608,110.0,2022-01-25,COLLECTIONS
OTHER EMPLOYEE COSTS,-1.15998628,-1.15998628,2022-01-25,STAFF COSTS
SUNDRY PAYMENTS,-0.06873347,-0.06858215,2022-01-25,ACCOUNTS PAYABLE
OTHER EMPLOYEE COSTS,-1.15998628,-1.15998628,2022-01-25,STAFF COSTS
BONDS,-9.190551,-9.190551,2022-01-25,STAFF COSTS
NEDBANK MOBILE DEBIT ORDERS,106.608,110.0,2022-01-25,COLLECTIONS
STD BANK,0.48276321,,2022-01-25,COLLECTIONS
ABSA BANK,43.52138637,40.0,2022-01-25,COLLECTIONS
FNB,15.0,,2022-01-25,COLLECTIONS
MONEY MARKET FEES,-0.52631794,-0.52631794,2022-01-25,TREASURY PAYMENTS
SALARIES,-187.28319149,-187.28319149,2022-01-25,STAFF COSTS
MONEY MARKET FEES,-0.52631794,-0.52631794,2022-01-25,TREASURY PAYMENTS
AP PAYMENTS,-24.40737221,-24.29768908,2022-01-25,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.08835423,-0.08835423,2022-01-27,ACCOUNTS PAYABLE
AP PAYMENTS,-0.23768583,-0.41164577,2022-01-27,ACCOUNTS PAYABLE
ABSA BANK,119.39364496,180.0,2022-01-27,COLLECTIONS
STD BANK,0.3913788,,2022-01-27,COLLECTIONS
ABSA BANK,119.39364496,180.0,2022-01-27,COLLECTIONS
AP PAYMENTS,-0.23768583,-0.41164577,2022-01-27,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.08835423,-0.08835423,2022-01-27,ACCOUNTS PAYABLE
OTHER ,-5.0,-5.0,2022-01-27,STAFF COSTS
OTHER ,-5.0,-5.0,2022-01-27,STAFF COSTS
STD BANK,0.3913788,,2022-01-27,COLLECTIONS
STD BANK,0.164726220000001,,2022-01-31,COLLECTIONS
ABSA BANK,632.35278919,670.0,2022-01-31,COLLECTIONS
FNB,18.0,,2022-01-31,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,293.02,330.0,2022-01-31,COLLECTIONS
OTHER EMPLOYEE COSTS,-4.85136075,-4.85136075,2022-01-31,STAFF COSTS
OTHER ,0.2434349,,2022-01-31,STAFF COSTS
MEDICAL SCHEMES,-24.1273461,-24.1273461,2022-01-31,STAFF COSTS
PENSIONS,-0.46195853,-0.46195853,2022-01-31,STAFF COSTS
VAT,-110.27792638,-110.27792638,2022-01-31,SARS
WHOLESALE FOREX PAYMENTS,-21.90121163,-21.90121163,2022-01-31,WHOLESALE PAYMENTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-21.56505203,-21.56505203,2022-01-31,BIDVEST/EXCELLERATE PAYMENTS
BCX,-614.07446103,-614.07446103,2022-01-31,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-64.94475242,-64.94475242,2022-01-31,ACCOUNTS PAYABLE
AP PAYMENTS,-1521.05335688,-1503.14189518,2022-01-31,ACCOUNTS PAYABLE
EXCH. RATE DIFF,7.27428120327977,7.89499940327977,2022-01-31,TREASURY PAYMENTS
WHOLESALE FX RECEIPTS,2.34273995,2.34273995,2022-01-31,OTHER INFLOWS
OTHER / TELKOM MOBILE,131.17734887,114.09805584,2022-01-31,COLLECTIONS
OTHER ,0.2434349,,2022-01-31,STAFF COSTS
VAT,-110.27792638,-110.27792638,2022-01-31,SARS
PENSIONS,-0.46195853,-0.46195853,2022-01-31,STAFF COSTS
MEDICAL SCHEMES,-24.1273461,-24.1273461,2022-01-31,STAFF COSTS
OTHER EMPLOYEE COSTS,-4.85136075,-4.85136075,2022-01-31,STAFF COSTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-21.56505203,-21.56505203,2022-01-31,BIDVEST/EXCELLERATE PAYMENTS
AP PAYMENTS,-1521.05335688,-1503.14189518,2022-01-31,ACCOUNTS PAYABLE
EXCH. RATE DIFF,7.27428120327977,7.89499940327977,2022-01-31,TREASURY PAYMENTS
WHOLESALE FX RECEIPTS,2.34273995,2.34273995,2022-01-31,OTHER INFLOWS
OTHER / TELKOM MOBILE,131.17734887,114.09805584,2022-01-31,COLLECTIONS
AP FOREX PAYMENTS,-64.94475242,-64.94475242,2022-01-31,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,293.02,330.0,2022-01-31,COLLECTIONS
WHOLESALE FOREX PAYMENTS,-21.90121163,-21.90121163,2022-01-31,WHOLESALE PAYMENTS
ABSA BANK,632.35278919,670.0,2022-01-31,COLLECTIONS
STD BANK,0.164726220000001,,2022-01-31,COLLECTIONS
FNB,18.0,,2022-01-31,COLLECTIONS
BCX,-614.07446103,-614.07446103,2022-01-31,ACCOUNTS PAYABLE
STD BANK,19.41398316,,2022-02-01,COLLECTIONS
MONEY MARKET FEES,-0.04883561,-0.04883561,2022-02-01,TREASURY PAYMENTS
FOREX PURCHASES,-0.6207182,-0.6207182,2022-02-01,TREASURY PAYMENTS
INTEREST LOANS,-1.98835616,-1.98835616,2022-02-01,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.18593986,-0.18593986,2022-02-01,ACCOUNTS PAYABLE
AP PAYMENTS,-18.00373073,-17.96406014,2022-02-01,ACCOUNTS PAYABLE
ABSA BANK,88.70019729,100.0,2022-02-01,COLLECTIONS
STD BANK,19.41398316,,2022-02-01,COLLECTIONS
MONEY MARKET FEES,-0.04883561,-0.04883561,2022-02-01,TREASURY PAYMENTS
FOREX PURCHASES,-0.6207182,-0.6207182,2022-02-01,TREASURY PAYMENTS
INTEREST LOANS,-1.98835616,-1.98835616,2022-02-01,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.18593986,-0.18593986,2022-02-01,ACCOUNTS PAYABLE
AP PAYMENTS,-18.00373073,-17.96406014,2022-02-01,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,1.07234769,1.07234769,2022-02-01,OTHER INFLOWS
LOCAL INTEREST ON CALL,1.07234769,1.07234769,2022-02-01,OTHER INFLOWS
ABSA BANK,88.70019729,100.0,2022-02-01,COLLECTIONS
AP PAYMENTS,-0.77673281,-0.905019799999998,2022-02-03,ACCOUNTS PAYABLE
ABSA BANK,56.34534758,110.0,2022-02-03,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-25.47154739,-25.47154739,2022-02-03,BIDVEST/EXCELLERATE PAYMENTS
SUNDRY PAYMENTS,-0.12343281,-0.12343281,2022-02-03,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-25.47154739,-25.47154739,2022-02-03,BIDVEST/EXCELLERATE PAYMENTS
SUNDRY PAYMENTS,-0.12343281,-0.12343281,2022-02-03,ACCOUNTS PAYABLE
ABSA BANK,56.34534758,110.0,2022-02-03,COLLECTIONS
STD BANK,0.46956366,,2022-02-03,COLLECTIONS
STD BANK,0.46956366,,2022-02-03,COLLECTIONS
AP PAYMENTS,-0.77673281,-0.905019799999998,2022-02-03,ACCOUNTS PAYABLE
"E-FILLING (PAYE, SDL & UIF)",-71.25083881,-71.25083881,2022-02-07,STAFF COSTS
AP PAYMENTS,-0.09612566,-0.349161189999998,2022-02-07,ACCOUNTS PAYABLE
ABSA BANK,38.39299303,60.0,2022-02-07,COLLECTIONS
STD BANK,0.46484771,,2022-02-07,COLLECTIONS
"E-FILLING (PAYE, SDL & UIF)",-71.25083881,-71.25083881,2022-02-07,STAFF COSTS
ABSA BANK,38.39299303,60.0,2022-02-07,COLLECTIONS
AP PAYMENTS,-0.09612566,-0.349161189999998,2022-02-07,ACCOUNTS PAYABLE
STD BANK,0.46484771,,2022-02-07,COLLECTIONS
STD BANK,0.28444407,,2022-02-09,COLLECTIONS
ABSA BANK,48.88733643,55.0,2022-02-09,COLLECTIONS
AP PAYMENTS,-7.50599977,-7.66604587,2022-02-09,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.22454198,-0.22399698,2022-02-09,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-0.00995715,-0.00995715,2022-02-09,BIDVEST/EXCELLERATE PAYMENTS
INTEREST BONDS/CPs,-13.44208219,-13.44208219,2022-02-09,TREASURY PAYMENTS
ABSA BANK,48.88733643,55.0,2022-02-09,COLLECTIONS
INTEREST BONDS/CPs,-13.44208219,-13.44208219,2022-02-09,TREASURY PAYMENTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-0.00995715,-0.00995715,2022-02-09,BIDVEST/EXCELLERATE PAYMENTS
SUNDRY PAYMENTS,-0.22454198,-0.22399698,2022-02-09,ACCOUNTS PAYABLE
AP PAYMENTS,-7.50599977,-7.66604587,2022-02-09,ACCOUNTS PAYABLE
STD BANK,0.28444407,,2022-02-09,COLLECTIONS
AP PAYMENTS,-17.5282595,-17.71453236,2022-02-11,ACCOUNTS PAYABLE
STD BANK,12.21253377,,2022-02-11,COLLECTIONS
ABSA BANK,70.40971038,120.0,2022-02-11,COLLECTIONS
FNB,15.0,,2022-02-11,COLLECTIONS
OTHER / TELKOM MOBILE,11.83953478,,2022-02-11,COLLECTIONS
AP PAYMENTS,-17.5282595,-17.71453236,2022-02-11,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.25257986,-0.18546764,2022-02-11,ACCOUNTS PAYABLE
OTHER ,0.06326814,,2022-02-11,STAFF COSTS
MONEY MARKET FEES,-2.11855372,-2.11855372,2022-02-11,TREASURY PAYMENTS
OTHER ,0.06326814,,2022-02-11,STAFF COSTS
STD BANK,12.21253377,,2022-02-11,COLLECTIONS
ABSA BANK,70.40971038,120.0,2022-02-11,COLLECTIONS
FNB,15.0,,2022-02-11,COLLECTIONS
OTHER / TELKOM MOBILE,11.83953478,,2022-02-11,COLLECTIONS
SUNDRY PAYMENTS,-0.25257986,-0.18546764,2022-02-11,ACCOUNTS PAYABLE
MONEY MARKET FEES,-2.11855372,-2.11855372,2022-02-11,TREASURY PAYMENTS
STD BANK,0.56052499,,2022-02-15,COLLECTIONS
WHOLESALE FX RECEIPTS,8.48059305,8.48059305,2022-02-15,OTHER INFLOWS
FNB,7.0,,2022-02-15,COLLECTIONS
